weights;province;district;community.damage;interviewer_sex;hhh_ethnolinguistic_group;hhh_marital_status;hhh_age;hhh_gender;hhh_disability;total_members;disability;breastfeeding;pregnant;chronic_ill;expenditures_food;expenditures_loan_repayments;expenditures_livestock;expenditures_agri_inputs;expenditures_health;expenditures_eduction;expenditures_shelter_materials_labour;expenditures_rent;expenditures_fuel;expenditures_clothing_hh_items;expenditures_transport;expenditures_comms;expenditures_other;expenditures_other_specify;expenditures_primary_source_expend;expenditures_primary_source_expend_other;expenditures_secondary_source_expend;expenditures_secondary_source_expend_other;expenditures_tertiary_source_expend;expenditures_tertiary_source_expend_other;assistance_assistance_amount;Assistance_Received_y_n;assistance_assistance_type;assistance_assistance_type_other;assistance_household_damage;assistance_shelter_status;assistance_damage_status;assistance_repair_status;assistance_barriers_to_rebuild;assistance_barriers_to_rebuild_other;assistance_accommodation_arrangment;assistance_wall_material;assistance_wall_material_other;assistance_roof_material;assistance_roof_material_other;assistance_rooms_hh;BBB_note;BBB_bbb_safe_site;BBB_bbb_foundation;BBB_bbb_corner_braces;BBB_bbb_plinth_bands;BBB_bbb_lintels;BBB_bbb_windows_door_safe_distance;BBB_bbb_drainage;BBB_bbb_landslide_flood_minimsed;BBB_female_living_space;BBB_livestock_livingspace;WASH_primary_drinking_water;WASH_primary_drinking_water_other;WASH_primary_latrine;WASH_primary_latrine_other;WASH_primary_latrine_status;WASH_solid_waste;WASH_solid_waste_other;priority_needs_priority_needs
0,145896565;Baghlan;Pul e khumri;Low community damage;Male;Arab;Married;32;Male;no;9;0;2;0;0;10000;5000;0;0;5000;0;0;0;4000;0;4000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;yes;no;yes;yes;pipe municipal;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Baghlan;Doshi;Low community damage;Male;Arab;Married;63;Male;no;8;0;1;0;0;5000;1200;0;0;1000;0;0;0;4000;2000;2000;600;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Baghlan;Khulm;Low community damage;Male;Arab;Married;36;Male;no;8;0;1;0;1;5000;3000;0;0;4000;1000;0;0;3000;0;500;300;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Baghlan;Taloqan;Low community damage;Male;Pashtun;Married;30;Male;no;17;0;1;0;0;9000;0;0;0;5000;6000;0;NA;6000;1200;500;450;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;10000;Yes;other;Food;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;55;Male;no;14;0;0;0;0;20000;5000;0;0;3000;500;0;NA;2000;4000;1000;0;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;33;Male;no;9;0;0;1;1;5000;2000;0;0;2000;600;0;NA;3000;0;600;200;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;buried;NA;food
3,290842661;Baghlan;Khulm;Low community damage;Male;Arab;Married;45;Male;no;13;0;1;0;1;15000;5000;0;0;5000;5000;0;0;2000;5000;2000;600;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;buried;NA;shelter assistance
0,145896565;Baghlan;Dawlatabad;Low community damage;Male;Arab;Married;28;Male;no;9;0;2;1;1;2000;0;0;0;600;600;0;0;2000;0;500;300;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied fully damaged;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,615700396;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;25;Male;yes;7;1;1;0;0;20000;0;0;0;1000;600;0;0;5000;0;3000;600;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets insecurity;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Baghlan;Sar e Pul;Low community damage;Male;Arab;Married;51;Male;no;11;0;1;0;0;10000;0;0;0;5000;1000;0;0;4000;3000;1500;600;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
2,281271713;Baghlan;Pul e khumri;High community damage;Male;Arab;Married;34;Male;no;8;0;1;1;0;15000;0;0;0;500;1000;0;0;5000;2000;0;600;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;Yes;other;Food, Blankets;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;7;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;tanker truck;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
3,538776045;Baghlan;Sholgareh;Low community damage;Male;Arab;Married;44;Male;no;14;0;0;0;1;10000;0;0;0;1000;500;0;0;5000;0;2000;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
2,281271713;Sar e Pul;Khulm;Low community damage;Male;Arab;Married;62;Male;no;8;0;1;0;1;27000;8000;3000;3600;4500;1500;3000;0;800;2000;200;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;20000;Yes;shelter assistance;NA;fully damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;no;yes;yes;no;no;yes;yes;not clear;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
0,145896565;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;37;Male;no;11;0;0;1;0;10000;0;5000;6000;3000;2000;0;0;3000;2500;1000;500;5000;NA;skilled daily labour;NA;cash crop;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;protected spring well;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,145896565;Sar e Pul;Pul e khumri;Low community damage;Male;Arab;Married;51;Male;no;6;0;2;0;1;10000;5300;0;0;3000;0;0;0;3000;2000;1000;500;5000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,615700396;Sar e Pul;Farkhar;Low community damage;Male;Arab;Married;35;Male;no;8;0;1;0;0;15000;5000;0;0;2000;0;0;0;3000;0;1500;5000;5000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
2,281271713;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;51;Male;no;5;0;1;0;1;14000;4800;0;0;5000;2500;0;0;3000;2000;1000;500;2000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,145896565;Sar e Pul;Sar e Pul;Low community damage;Male;Arab;Married;40;Male;no;9;2;1;0;1;10000;0;0;0;2000;0;0;0;2500;2000;1500;500;5000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;2;NA;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;unprotected spring well;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,615700396;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;35;Male;yes;12;0;1;1;0;20000;0;1000;0;4000;3000;0;0;3000;4000;1500;700;5000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;5000;Yes;other;Cash Assistance;fully damaged;same shelter or rebuilt;occupied fully damaged;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;unprotected spring well;NA;pit latrine open;NA;latrine used;collected;NA;employment
3,290842661;Sar e Pul;Pul e khumri;Low community damage;Male;Arab;Married;25;Male;no;3;0;2;1;0;18000;0;0;0;3000;2500;0;0;2500;2000;1500;5000;3000;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,145896565;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;55;Male;no;13;0;0;0;0;10000;0;1;5000;1500;2000;0;0;3000;2000;2500;500;3000;NA;unskilled daily labour;NA;cash crop;NA;cash crop;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;no;no;no;yes;yes;yes;yes;yes;yes;yes;protected spring well;NA;pit latrine open;NA;latrine used;collected;NA;employment
3,290842661;Sar e Pul;Sar e Pul;Low community damage;Male;Arab;Married;55;Male;no;10;0;1;0;0;15000;0;0;0;3000;1500;0;0;5000;3000;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;fully damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Sar e Pul;Sholgareh;Low community damage;Male;Arab;Married;32;Male;no;12;0;2;1;0;25000;9500;2000;12000;1000;500;0;0;3000;2000;500;500;0;NA;cash crop;NA;unskilled daily labour;NA;unskilled daily labour;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;6;NA;no;no;no;no;yes;yes;no;not clear;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
2,281271713;Sar e Pul;Pul e khumri;Low community damage;Male;Arab;Married;46;Male;no;10;0;2;0;0;20000;0;0;0;15000;5000;0;0;3000;3000;2000;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;7;NA;no;no;no;no;yes;yes;yes;not clear;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;employment
0,145896565;Sar e Pul;Baharak (Badakhshan);Low community damage;Male;Arab;Married;30;Male;no;7;0;1;0;0;20000;0;0;0;1000;1500;0;3000;3000;2000;1000;1000;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;rented;timber;NA;mud grass;NA;3;NA;yes;yes;no;no;yes;yes;yes;not clear;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Sar e Pul;Sar e Pul;Low community damage;Male;Arab;Married;25;Male;no;6;0;1;0;1;20000;0;10000;5000;2000;1000;0;0;5000;5000;2000;2000;0;NA;livestock farming;NA;cash crop;NA;no further source;NA;0;Yes;shelter assistance;NA;fully damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;yes;yes;yes;no;yes;yes;yes;not clear;yes;yes;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,615700396;Baghlan;Pul e khumri;Low community damage;Male;Aymaq;Married;40;Male;yes;9;0;0;0;0;5000;0;0;0;1000;0;0;4000;3000;0;0;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;no;no;no;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,615700396;Baghlan;Dawlatabad;Low community damage;Male;Arab;Divorced;60;Male;no;12;0;1;0;1;6000;0;0;0;0;100;0;3000;2000;1000;0;200;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;2;NA;no;yes;no;no;yes;no;yes;not clear;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
3,290842661;Baghlan;Argo;Low community damage;Male;Arab;Divorced;40;Male;no;10;0;0;1;0;8500;5300;0;0;12000;2000;0;0;2500;0;0;800;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;15000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,143638295;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;29;Male;no;17;0;1;0;0;15000;7200;0;0;0;3000;0;0;8000;0;0;800;0;NA;skilled daily labour;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;no;no;yes;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;buried;NA;shelter assistance
2,281271713;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;56;Male;no;11;1;0;0;0;6500;25000;7;2500;3000;2000;0;0;5000;1000;0;2500;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Baghlan;Guzargahi Nur;Low community damage;Male;Arab;Married;41;Male;no;11;0;2;0;0;5000;7000;0;0;2000;1200;0;0;2500;0;0;300;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Baghlan;Pul e khumri;Low community damage;Male;Arab;Married;56;Male;no;7;0;0;1;0;8000;2500;0;0;5000;1000;0;0;4000;0;0;2500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
3,290842661;Baghlan;Khuram Sarbagh;Low community damage;Male;Arab;Married;32;Male;no;8;0;1;1;1;6800;5050;0;0;25000;0;0;1000;4000;0;0;800;0;NA;hum ass;NA;no further source;NA;no further source;NA;7000;Yes;nfi cash voucher;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;burned;NA;shelter assistance
0,615700396;Baghlan;Khulm;Low community damage;Male;Arab;Married;30;Male;no;15;1;1;1;0;12000;0;0;0;3000;0;0;0;3000;0;0;500;0;NA;unskilled daily labour;NA;formal employ;NA;formal employ;NA;0;Yes;other;Food;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;no;yes;yes;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;security
0,145896565;Baghlan;Sholgareh;Low community damage;Male;Arab;Married;33;Male;no;6;0;1;0;0;12000;6000;0;0;20000;1000;0;1200;3000;0;0;500;0;NA;business sale goods services;NA;unskilled daily labour;NA;no further source;NA;0;Yes;shelter assistance;NA;fully damaged;different site;no longer occupied;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;2;NA;no;no;yes;no;yes;no;yes;no;no;no;pipe municipal;NA;pit latrine covered;NA;latrine used;collected;NA;food
3,290842661;Baghlan;Dawlatabad;Low community damage;Male;Arab;Married;42;Male;no;14;1;0;0;0;4500;1000;0;0;8000;0;0;0;3000;0;0;200;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;4;NA;no;yes;yes;no;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;buried;NA;security
0,145896565;Baghlan;MaymaNA;Low community damage;Male;Arab;Married;40;Male;no;14;1;1;0;0;8000;4800;0;0;20000;0;0;0;3000;0;0;200;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;no;no;no;no;yes;no;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;buried;NA;security
